Word,Definition
copies,a reproduction of a written record (e.g. of a legal or school record)
according,go together
piano,a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds
pumpkins,a coarse vine widely cultivated for its large pulpy round orange fruit with firm orange skin and numerous seeds; subspecies of Cucurbita pepo include the summer squashes and a few autumn squashes
burning,the act of burning something
devoted,"give entirely to a specific person, activity, or cause"
corner,a place off to the side of an area
black,the quality or state of the achromatic color of least lightness (bearing the least resemblance to white)
wood,the hard fibrous lignified substance under the bark of trees
large,a garment size for a large person
lamp,an artificial source of visible illumination
kerosene,a flammable hydrocarbon oil used as fuel in lamps and heaters
came,"move toward, travel toward something or somebody or approach something or somebody"
light,(physics) electromagnetic radiation that can produce a visual sensation
white,a member of the Caucasoid race
tiny,very small
enormous,extraordinarily large in size or extent or amount or power or degree; ; ; ; - Walter Lippman
vegetable,edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant
surely,definitely or positively (`sure' is sometimes used informally for `surely')
arrive,reach a destination; arrive by movement or progress
plain,extensive tract of level open land
dance,an artistic form of nonverbal communication
till,unstratified soil deposited by a glacier; consists of sand and clay and gravel and boulders mixed together
danced,move in a graceful and rhythmical way
opens,a clear or unobstructed space or expanse of land or water
restaurant,a building where people go to eat
says,the chance to speak
minutes,a written account of what transpired at a meeting
slices,a share of something
lemon,yellow oval fruit with juicy acidic flesh
sugar,a white crystalline carbohydrate used as a sweetener and preservative
bowl,a round vessel that is open at the top; used chiefly for holding food or liquids
nazis,a German member of Adolf Hitler's political party
english,an Indo-European language belonging to the West Germanic branch; the official language of Britain and the United States and most of the commonwealth countries
hard,not easy; requiring great physical or mental effort to accomplish or comprehend or endure
