Word,Synonyms
picture,"picture, image, icon, ikon, painting, mental picture, impression, scene, pictorial matter, movie, film, moving picture, moving-picture show, motion picture, motion-picture show, picture show, pic, flick, video, word picture, word-painting, delineation, depiction, characterization, characterisation, photograph, photo, exposure, visualize, visualise, envision, project, fancy, see, figure, depict, render, show"
year,"year, twelvemonth, yr, class"
girl,"girl, miss, missy, young lady, young woman, fille, female child, little girl, daughter, girlfriend, lady friend"
kept,"keep, maintain, hold, continue, go on, proceed, go along, hold on, prevent, observe, retain, keep on, sustain, stay fresh, celebrate, restrain, keep back, hold back, preserve, keep open, hold open, save, unbroken, kept"
imagining,"imagine, conceive of, ideate, envisage, think, opine, suppose, reckon, guess"
version,"version, variant, variation, edition, adaptation, translation, interlingual rendition, rendering, interpretation, reading"
flowered,"bloom, blossom, flower, floral, flowered"
soon,"soon, shortly, presently, before long"
weekend,weekend
presentation,"presentation, presentment, demonstration, display, introduction, intro"
asleep,"asleep, benumbed, numb, at peace, at rest, deceased, departed, gone"
apron,"apron, proscenium, forestage"
think,"think, believe, consider, conceive, opine, suppose, imagine, reckon, guess, cogitate, cerebrate, remember, retrieve, recall, call back, call up, recollect, intend, mean"
idea,"idea, thought, mind, estimate, estimation, approximation, theme, melodic theme, musical theme"
whites,"White, White person, Caucasian, white, whiteness, Edward White, Edward D. White, Edward Douglas White Jr., Patrick White, Patrick Victor Martindale White, T. H. White, Theodore Harold White, Stanford White, E. B. White, Elwyn Brooks White, Andrew D. White, Andrew Dickson White, White River, egg white, albumen, ovalbumin, flannel, gabardine, tweed, whiten"
cold,"cold, common cold, coldness, low temperature, frigidity, frigidness, stale, dusty, moth-eaten, frigid, cold-blooded, inhuman, insensate"
voted,vote
ways,"ways, shipway, slipway, manner, mode, style, way, fashion, means, agency, direction, path, way of life, room, elbow room"
taught,"teach, learn, instruct"
relax,"relax, loosen up, unbend, unwind, decompress, slow down, loosen, loose, unstrain, unlax, make relaxed, slack, slacken, slack up"
actually,"actually, really, in reality"
time,"time, clip, clock time, fourth dimension, meter, metre, prison term, sentence, clock"
appeared,"look, appear, seem, come out, come along"
practice,"practice, pattern, exercise, drill, practice session, recitation, praxis, practise, do, rehearse, apply, use, commit"
waved,"beckon, wave, brandish, flourish, roll, undulate, flap, curl"
air,"air, aura, atmosphere, breeze, zephyr, gentle wind, tune, melody, strain, melodic line, line, melodic phrase, airwave, air travel, aviation, air out, aerate, send, broadcast, beam, transmit, publicize, publicise, bare, vent, ventilate"
stood,"stand, stand up, remain firm, digest, endure, stick out, stomach, bear, tolerate, support, brook, abide, suffer, put up, place upright, resist, fend"
second,"second, sec, s, moment, mo, minute, bit, second base, instant, arcsecond, secondment, endorsement, indorsement, second gear, irregular, back, endorse, indorse, 2nd, 2d, secondly"
thing,"thing, matter, affair"
morning,"morning, morn, morning time, forenoon, good morning, dawn, dawning, aurora, first light, daybreak, break of day, break of the day, dayspring, sunrise, sunup, cockcrow"
cleaned,"clean, make clean, pick, houseclean, clean house, cleanse, strip, scavenge"
house,"house, firm, business firm, sign of the zodiac, star sign, sign, mansion, planetary house, family, household, home, menage, theater, theatre, put up, domiciliate"
rule,"rule, regulation, convention, normal, pattern, formula, prescript, linguistic rule, principle, dominion, ruler, govern, decree, predominate, dominate, reign, prevail, find, harness, rein"
giving,"giving, gift, give, yield, afford, pay, hold, throw, have, make, present, devote, render, return, generate, impart, leave, pass on, establish, sacrifice, pass, hand, reach, turn over, dedicate, consecrate, commit, apply, grant, move over, give way, ease up, feed, contribute, chip in, kick in, collapse, fall in, cave in, break, founder, open, big, bighearted, bounteous, bountiful, freehanded, handsome, liberal, openhanded"
cleaning,"cleaning, cleansing, cleanup, clean, make clean, pick, houseclean, clean house, cleanse, strip, scavenge"
ran,"run, scat, scarper, turn tail, lam, run away, hightail it, bunk, head for the hills, take to the woods, escape, fly the coop, break away, go, pass, lead, extend, operate, flow, feed, course, function, work, range, campaign, play, tend, be given, lean, incline, prevail, persist, die hard, endure, execute, carry, guide, draw, black market, bleed, run for, consort, ply, hunt, hunt down, track down, race, move, melt, melt down, ladder, unravel"
meet,"meet, sports meeting, run into, encounter, run across, come across, see, get together, converge, satisfy, fill, fulfill, fulfil, fit, conform to, match, cope with, gather, assemble, forgather, foregather, play, take on, receive, suffer, touch, adjoin, contact, fitting"
question,"question, inquiry, enquiry, query, interrogation, head, interrogative, interrogative sentence, doubt, dubiousness, doubtfulness, motion, oppugn, call into question, interrogate, interview, wonder"
large,"large, big, bombastic, declamatory, orotund, tumid, turgid, magnanimous, prominent, enceinte, expectant, gravid, great, heavy, with child, boastfully, vauntingly"
cowgirl,cowgirl
sit,"sit, sit down, sit around, model, pose, posture, ride, baby-sit, seat"
stopped,"stop, halt, discontinue, cease, give up, quit, lay off, block, kibosh, stop over, break, break off, check, turn back, arrest, contain, hold back, intercept, end, finish, terminate, barricade, blockade, block off, block up, bar, hold on, stopped, stopped-up, stopped up"
riding,"riding, horseback riding, equitation, ride, sit, tease, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, drive, depend on, devolve on, depend upon, turn on, hinge on, hinge upon, mount, rid, free, disembarrass"
sunset,"sunset, sundown"
answer,"answer, reply, response, solution, result, resolution, solvent, respond, resolve, suffice, do, serve"
plucked,"pluck, tweak, pull off, pick off, hustle, roll, overcharge, soak, surcharge, gazump, fleece, plume, rob, hook, plunk, pick, pull, tear, deplume, deplumate, displume, cull, plucked"
cards,"card game, cards, card, identity card, wag, wit, poster, posting, placard, notice, bill, calling card, visiting card, scorecard, menu, bill of fare, carte du jour, carte, batting order, lineup, circuit board, circuit card, board, plug-in, add-in, tease"
hands,"hands, custody, work force, workforce, manpower, men, hand, manus, mitt, paw, hired hand, hired man, handwriting, script, deal, bridge player, helping hand, pass, reach, pass on, turn over, give"
ridden,"ride, sit, tease, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, drive, depend on, devolve on, depend upon, turn on, hinge on, hinge upon, mount"
horse,"horse, Equus caballus, gymnastic horse, cavalry, horse cavalry, sawhorse, sawbuck, buck, knight"
twice,"twice, doubly, double"
camp,"camp, encampment, cantonment, bivouac, clique, coterie, ingroup, inner circle, pack, refugee camp, summer camp, encamp, camp out, tent, camp down, campy"
seven,"seven, 7, VII, sevener, heptad, septet, septenary, seven-spot, vii"
crush,"crushed leather, crush, jam, press, puppy love, calf love, infatuation, crunch, compaction, oppress, suppress, squash, squelch, mash, squeeze, beat, beat out, shell, trounce, vanquish, smash, demolish, break down"
students,"student, pupil, educatee, scholar, scholarly person, bookman"
scary,"chilling, scarey, scary, shivery, shuddery"
scratched,"rub, fray, fret, chafe, scratch, scrape, scratch up, itch, cancel, call off, scrub, strike, expunge, excise, scrape up, come up, engrave, grave, inscribe"
nose,"nose, olfactory organ, nozzle, intrude, horn in, pry, poke, scent, wind, nuzzle"
wide,"wide, broad, across-the-board, all-embracing, all-encompassing, all-inclusive, blanket, encompassing, extensive, panoptic, wide-eyed, spacious, wide-cut, full, wide of the mark, astray, widely"
brown,"brown, brownness, Brown, Robert Brown, John Brown, Brown University, embrown, brownish, chocolate-brown, dark-brown, browned"
thrilling,"thrill, tickle, vibrate, shudder, shiver, throb, exhilarate, tickle pink, inebriate, exalt, beatify, electrifying, thrilling"
jewel,"jewel, gem, precious stone, bejewel"
secret,"secret, arcanum, mystery, enigma, closed book, clandestine, cloak-and-dagger, hole-and-corner, hugger-mugger, hush-hush, surreptitious, undercover, underground, unavowed, private, hidden, privy, secluded, confidential, mysterious, mystic, mystical, occult, orphic"
given,"given, presumption, precondition, give, yield, afford, pay, hold, throw, have, make, gift, present, devote, render, return, generate, impart, leave, pass on, establish, sacrifice, pass, hand, reach, turn over, dedicate, consecrate, commit, apply, grant, move over, give way, ease up, feed, contribute, chip in, kick in, collapse, fall in, cave in, break, founder, open, granted, apt, disposed, minded, tending"
teenagers,"adolescent, stripling, teenager, teen"
dates,"date, day of the month, escort, appointment, engagement, particular date, date stamp, go steady, go out, see"
sneak,"sneak, prowler, stalker, fink, snitch, snitcher, stoolpigeon, stool pigeon, stoolie, sneaker, canary, mouse, creep, pussyfoot, pilfer, cabbage, purloin, pinch, abstract, snarf, swipe, hook, filch, nobble, lift, slip, furtive, sneaky, stealthy, surreptitious"
drink,"drink, drinking, boozing, drunkenness, crapulence, beverage, drinkable, potable, swallow, deglutition, imbibe, booze, fuddle, toast, pledge, salute, wassail, drink in, tope"
beer,beer
lions,"lion, king of beasts, Panthera leo, social lion, Leo, Lion, Leo the Lion"
thirty,"thirty, 30, XXX, xxx"
algebra,algebra
saddle,"saddle, saddleback, bicycle seat, charge, burden"
headed,"head, lead, head up, steer, maneuver, manoeuver, manoeuvre, direct, point, guide, channelize, channelise, headed"
quarry,"prey, quarry, target, fair game, pit, stone pit"
natured,
stupid,"stupid, stupid person, stupe, dullard, dolt, pudding head, pudden-head, poor fish, pillock, dazed, stunned, stupefied, unintelligent"
kids,"child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling, kidskin, Kyd, Kid, Thomas Kyd, Thomas Kid, pull the leg of, chaff, jolly, josh, banter"
course,"course, course of study, course of instruction, class, line, trend, course of action, path, track, form, grade, row, run, flow, feed, naturally, of course"
instead,"alternatively, instead, or else, rather"
apples,"apple, orchard apple tree, Malus pumila"
handed,"pass, hand, reach, pass on, turn over, give, handed"
shook,"shook, shake, agitate, didder, judder, rock, sway, stimulate, shake up, excite, stir, shake off, throw off, escape from"
head,"head, caput, mind, brain, psyche, nous, chief, top dog, fountainhead, headspring, head word, capitulum, principal, school principal, head teacher, promontory, headland, foreland, forefront, pass, straits, headway, point, question, heading, header, read/write head, drumhead, oral sex, lead, head up, steer, maneuver, manoeuver, manoeuvre, direct, guide, channelize, channelise"
held,"keep, maintain, hold, take hold, throw, have, make, give, have got, deem, view as, take for, harbor, harbour, entertain, nurse, restrain, confine, retain, keep back, hold back, bear, support, sustain, hold up, carry, contain, accommodate, admit, prevail, obtain, take, reserve, book, defend, guard, oblige, bind, obligate, defy, withstand, apply, go for, control, hold in, check, curb, moderate, halt, arrest, declare, adjudge, agree, concur, concord, held"
