Word,Synonyms
look,"expression, look, aspect, facial expression, face, looking, looking at, spirit, tone, feel, feeling, flavor, flavour, smell, appear, seem, search, front, attend, take care, see, expect, await, wait, count, bet, depend, calculate, reckon"
talking,"talk, talking, speak, utter, mouth, verbalize, verbalise, spill, spill the beans, let the cat out of the bag, tattle, blab, peach, babble, sing, babble out, blab out, lecture"
bad,"bad, badness, big, tough, spoiled, spoilt, regretful, sorry, uncollectible, risky, high-risk, speculative, unfit, unsound, forged, defective, badly"
waiting,"wait, waiting, hold off, hold back, expect, look, await, waitress, ready and waiting"
starred,"star, asterisk, asterisked, starred"
set,"set, exercise set, stage set, circle, band, lot, bent, hardening, solidifying, solidification, curing, Set, Seth, readiness, put, place, pose, position, lay, determine, specify, define, fix, limit, mark, prepare, set up, ready, gear up, localize, localise, go down, go under, arrange, plant, jell, congeal, typeset, countersink, sic, rig, lay out, adjust, correct, fructify, dress, do, coif, coiffe, coiffure, fit, primed, fixed, rigid, located, placed, situated, laid, determined, dictated, hardened"
birthday,"birthday, natal day"
practice,"practice, pattern, exercise, drill, practice session, recitation, praxis, practise, do, rehearse, apply, use, commit"
skills,"skill, accomplishment, acquirement, acquisition, attainment, science"
cooked,"cook, fix, ready, make, prepare, fudge, manipulate, fake, falsify, wangle, misrepresent, cooked"
feeling,"feeling, impression, belief, notion, opinion, spirit, tone, feel, flavor, flavour, look, smell, touch, touch sensation, tactual sensation, tactile sensation, intuitive feeling, experience, find, sense, finger, palpate"
seven,"seven, 7, VII, sevener, heptad, septet, septenary, seven-spot, vii"
helfen,
safety,"safety, refuge, guard, safety device, base hit, condom, rubber, safe, prophylactic"
statistics,"statistics, statistic"
bathrooms,"bathroom, bath, toilet, lavatory, lav, can, john, privy"
free,"free, free people, liberate, release, unloose, unloosen, loose, rid, disembarrass, dislodge, exempt, relieve, discharge, disengage, absolve, justify, relinquish, resign, give up, unblock, unfreeze, complimentary, costless, gratis, gratuitous, detached, spare, barren, destitute, devoid, innocent, liberal"
pay,"wage, pay, earnings, remuneration, salary, give, pay up, ante up, yield, bear, pay off, make up, compensate, devote"
use,"use, usage, utilization, utilisation, employment, exercise, function, purpose, role, consumption, economic consumption, usance, use of goods and services, habit, manipulation, enjoyment, utilize, utilise, apply, employ, habituate, expend, practice"
phone,"telephone, phone, telephone set, speech sound, sound, earphone, earpiece, headphone, call, call up, ring"
missed,"miss, lose, neglect, pretermit, omit, drop, leave out, overlook, overleap, lack, escape, lost, missed"
safe,"safe, condom, rubber, safety, prophylactic, dependable, good, secure"
watch,"watch, ticker, vigil, lookout, lookout man, sentinel, sentry, spotter, scout, picket, observe, follow, watch over, keep an eye on, view, see, catch, take in, look on, look out, watch out, determine, check, find out, ascertain, learn"
couple,"couple, twosome, duo, duet, mates, match, pair, twain, brace, span, yoke, couplet, distich, dyad, duad, mate, twin, couple on, couple up, pair off, partner off, copulate"
sign,"sign, mark, signal, signaling, signboard, sign of the zodiac, star sign, mansion, house, planetary house, polarity, augury, foretoken, preindication, subscribe, ratify, contract, sign on, sign up, signalize, signalise, bless, gestural, signed, sign-language"
stated,"state, say, tell, submit, put forward, posit, express, declared, stated"
gets,"get, acquire, become, go, let, have, receive, find, obtain, incur, arrive, come, bring, convey, fetch, experience, pay back, pay off, fix, make, induce, stimulate, cause, catch, capture, grow, develop, produce, contract, take, drive, aim, arrest, scram, buzz off, fuck off, bugger off, get under one's skin, draw, perplex, vex, stick, puzzle, mystify, baffle, beat, pose, bewilder, flummox, stupefy, nonplus, gravel, amaze, dumbfound, get down, begin, start out, start, set about, set out, commence, suffer, sustain, beget, engender, father, mother, sire, generate, bring forth"
built,"construct, build, make, build up, work up, progress, establish, ramp up, built, reinforced"
days,"days, years, day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day, daytime, daylight, sidereal day, Day, Clarence Day, Clarence Shepard Day Jr."
nervous,"nervous, anxious, queasy, uneasy, unquiet, neural, aflutter, skittish, flighty, spooky"
brunch,brunch
pancake,"pancake, battercake, flannel cake, flannel-cake, flapcake, flapjack, griddlecake, hotcake, hot cake"
la,"lanthanum, La, atomic number 57, Louisiana, Pelican State, LA, la, lah"
piuma,
sang,"American ginseng, sang, Panax quinquefolius, sing, whistle, spill the beans, let the cat out of the bag, talk, tattle, blab, peach, babble, babble out, blab out"
donna,donna
è,
mobile,"Mobile, Mobile River, mobile, nomadic, peregrine, roving, wandering, fluid"
qual,
pizza,"pizza, pizza pie"
dinner,"dinner, dinner party"
tossed,"flip, toss, sky, pitch, chuck, convulse, thresh, thresh about, thrash, thrash about, slash, jactitate, discard, fling, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away"
communist,"Communist, communist, commie, communistic"
surely,"surely, certainly, sure, for sure, for certain, sure enough, sure as shooting"
smoke,"smoke, fume, smoking, roll of tobacco, pot, grass, green goddess, dope, weed, gage, sess, sens, skunk, locoweed, Mary Jane, fastball, heater, hummer, bullet"
celebrate,"observe, celebrate, keep, fete, lionize, lionise"
going,"departure, going, going away, leaving, passing, loss, exit, expiration, release, sledding, travel, go, move, locomote, proceed, go away, depart, become, get, run, pass, lead, extend, sound, function, work, operate, run low, run short, survive, last, live, live on, endure, hold up, hold out, die, decease, perish, pass away, expire, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it, belong, start, get going, blend, blend in, fit, rifle, plump, fail, go bad, give way, give out, conk out, break, break down"
grilled,"grill, broiled, grilled, barbecued"
cooking,"cooking, cookery, preparation, cook, fix, ready, make, prepare, fudge, manipulate, fake, falsify, wangle, misrepresent"
cheese,"cheese, tall mallow, high mallow, cheeseflower, Malva sylvestris"
dreams,"dream, dreaming, ambition, aspiration, pipe dream, daydream, woolgather, stargaze"
cast,"cast, cast of characters, dramatis personae, mold, mould, stamp, form, shape, plaster cast, plaster bandage, casting, roll, hurl, project, contrive, throw, hurtle, wander, swan, stray, tramp, roam, ramble, rove, range, drift, vagabond, shed, cast off, shake off, throw off, throw away, drop, draw, frame, redact, put, couch, vomit, vomit up, purge, sick, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up"
onion,"onion, onion plant, Allium cepa"
knife,"knife, tongue, stab"
notice,"notice, observation, observance, notification, poster, posting, placard, bill, card, detect, observe, find, discover, mark, note, comment, remark, point out, acknowledge"
pitying,"feel for, pity, compassionate, condole with, sympathize with"
decapitate,"decapitate, behead, decollate"
new,"new, fresh, novel, raw, unexampled, newfangled, New, Modern, young, newly, freshly"
song,"song, vocal, strain, birdcall, call, birdsong, Sung, Sung dynasty, Song, Song dynasty"
sounded,"sound, go, voice, vocalize, vocalise, fathom"
cd,"cadmium, Cd, atomic number 48, candle, candela, cd, standard candle, certificate of deposit, CD, compact disk, compact disc, four hundred, 400"
gone,"travel, go, move, locomote, proceed, go away, depart, become, get, run, pass, lead, extend, sound, function, work, operate, run low, run short, survive, last, live, live on, endure, hold up, hold out, die, decease, perish, exit, pass away, expire, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it, belong, start, get going, blend, blend in, fit, rifle, plump, fail, go bad, give way, give out, conk out, break, break down, done for, kaput, gone, asleep, at peace, at rest, deceased, departed, bygone, bypast, foregone"
remembered,"remember, retrieve, recall, call back, call up, recollect, think, think of, think back, commend, commemorate"
talk,"talk, talking, lecture, public lecture, talk of the town, speak, utter, mouth, verbalize, verbalise, spill, spill the beans, let the cat out of the bag, tattle, blab, peach, babble, sing, babble out, blab out"
player,"player, participant, musician, instrumentalist, actor, histrion, thespian, role player"
country,"state, nation, country, land, commonwealth, res publica, body politic, rural area, area"
frying,"frying, sauteing, fry, electrocute"
pot,"pot, toilet, can, commode, crapper, potty, stool, throne, potful, flowerpot, batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, jackpot, kitty, potbelly, bay window, corporation, tummy, potentiometer, grass, green goddess, dope, weed, gage, sess, sens, smoke, skunk, locoweed, Mary Jane"
meaty,"meaty, substantive"
thick,"midst, thick, slurred, compact, heavyset, stocky, thickset, dense, deep, chummy, buddy-buddy, blockheaded, boneheaded, duncical, duncish, fatheaded, loggerheaded, thickheaded, thick-skulled, wooden-headed, thickly"
stirring,"stirring, inspiration, stir, shift, budge, agitate, stimulate, excite, shake, shake up, touch, raise, conjure, conjure up, invoke, evoke, call down, arouse, bring up, put forward, call forth, rousing, soul-stirring"
aprons,"apron, proscenium, forestage"
matching,"match, fit, correspond, check, jibe, gibe, tally, agree, mate, couple, pair, twin, equal, touch, rival, meet, cope with, pit, oppose, play off, equalize, equalise, equate, duplicate, matching, twinned, coordinated, co-ordinated"
wearing,"erosion, eroding, eating away, wearing, wearing away, wear, have on, bear, wear off, wear out, wear down, wear thin, hold out, endure, break, bust, fall apart, tire, wear upon, tire out, weary, jade, outwear, fag out, fag, fatigue, put on, get into, don, assume, exhausting, tiring, wearying"
standing,"standing, stand, stand up, remain firm, digest, endure, stick out, stomach, bear, tolerate, support, brook, abide, suffer, put up, place upright, resist, fend"
kitchen,kitchen
runs,"run, tally, test, trial, footrace, foot race, streak, running, running play, running game, rivulet, rill, runnel, streamlet, political campaign, campaign, ladder, ravel, discharge, outpouring, scat, scarper, turn tail, lam, run away, hightail it, bunk, head for the hills, take to the woods, escape, fly the coop, break away, go, pass, lead, extend, operate, flow, feed, course, function, work, range, play, tend, be given, lean, incline, prevail, persist, die hard, endure, execute, carry, guide, draw, black market, bleed, run for, consort, ply, hunt, hunt down, track down, race, move, melt, melt down, unravel"
river,river
